Age (bin),Age-Groups,Customer ID,Customer Profile,Purchase Class,Purchase Frequency (bin),Spending Score (bin),Age,Annual Income,Annual Income Rounded,Column Legend,High Value Count,Purchase Freq Rounded,Purchase Frequency,Row Legend,Spending Efficiency,Spending Score,Total_Value,Transaction Amount
20,18-29,7727,Standard,Fanatic,22,40,29,62764.6803,62764.68,2,0,22,22,2,0.000645267,40.5,3018.18,137.19
40,30-49,7728,Impulsive,Regular,16,90,42,47131.2348,47131.23,,0,17,17,,0.002081422,98.1,1766.64,103.92
30,30-49,7731,Impulsive,Occasional,8,80,39,37659.6049,37659.6,,0,9,9,,0.002368586,89.2,1243.44,138.16
40,30-49,7731,Impulsive,Fanatic,28,80,43,68839.5611,68839.56,,0,28,28,,0.001220229,84,2450.84,87.53
40,30-49,7731,Standard,Occasional,6,60,48,51940.6392,51940.64,2,0,7,7,2,0.001276457,66.3,762.93,108.99
30,30-49,7732,Standard,Regular,12,0,32,59102.5921,59102.59,2,0,12,12,2,0.000167505,9.9,1006.2,83.85
30,30-49,7732,Impulsive,Regular,18,90,33,58316.6954,58316.7,,0,18,18,,0.001557016,90.8,1748.16,97.12
20,18-29,7736,Standard,Fanatic,24,40,21,42200.4576,42200.46,2,0,25,25,2,0.001172973,49.5,2487,99.48
10,18-29,7737,Standard,Fanatic,20,30,19,60734.9549,60734.95,2,0,20,20,2,0.000594386,36.1,2079.2,103.96
40,30-49,7737,Standard,Fanatic,22,40,44,40699.486,40699.49,2,0,22,22,2,0.001007384,41,2146.54,97.57
30,30-49,7738,Standard,Fanatic,20,40,31,38327.6193,38327.62,2,0,21,21,2,0.001176697,45.1,2333.31,111.11
40,30-49,7738,Standard,Regular,16,30,48,54736.5871,54736.59,2,0,17,17,2,0.000624811,34.2,1809.14,106.42
30,30-49,7739,Standard,Regular,16,30,38,33169.8991,33169.9,2,0,17,17,2,0.000952671,31.6,1615.51,95.03
20,18-29,7742,Standard,Regular,10,40,27,70298.3121,70298.31,2,0,10,10,2,0.000593186,41.7,906.6,90.66
30,30-49,7742,Standard,Fanatic,26,60,31,73749.0657,73749.07,2,0,27,27,2,0.000905774,66.8,2461.86,91.18
30,30-49,7743,Standard,Occasional,4,10,30,54598.7348,54598.73,2,0,5,5,2,0.000338836,18.5,555.05,111.01
40,30-49,7744,Standard,Occasional,8,30,45,24829.3067,24829.31,2,0,9,9,2,0.001349212,33.5,956.52,106.28
40,30-49,7744,Standard,Regular,16,30,40,32875.2551,32875.26,2,0,16,16,2,0.00104638,34.4,1733.6,108.35
30,30-49,7745,Standard,Occasional,6,10,38,65866.5253,65866.53,2,0,7,7,2,0.000294535,19.4,717.36,102.48
30,30-49,7747,Standard,Regular,14,70,35,7160.1466,7160.15,2,0,14,14,2,0.010069626,72.1,1258.18,89.87
50,50-64,7747,Standard,Fanatic,24,40,57,49042.4503,49042.45,2,0,24,24,2,0.000946119,46.4,2882.4,120.1
30,30-49,7748,Standard,Occasional,6,30,34,57656.515,57656.51,2,0,6,6,2,0.000549808,31.7,681.18,113.53
40,30-49,7748,Impulsive,Occasional,6,80,40,35030.5039,35030.5,,0,7,7,,0.002455003,86,873.74,124.82
40,30-49,7748,Impulsive,Fanatic,26,90,47,17245.5515,17245.55,,0,27,27,,0.005549257,95.7,2627.1,97.3
30,30-49,7749,Standard,Fanatic,20,40,32,35180.1692,35180.17,2,0,20,20,2,0.00141557,49.8,2102.6,105.13
30,30-49,7751,Standard,Occasional,6,50,35,53523.8505,53523.85,2,0,6,6,2,0.000982739,52.6,555.48,92.58
20,18-29,7752,Impulsive,Fanatic,24,80,29,48004.1043,48004.1,,0,24,24,,0.001758183,84.4,2054.88,85.62
20,18-29,7754,Impulsive,Fanatic,26,90,21,55010.3784,55010.38,,0,27,27,,0.001699679,93.5,2810.97,104.11
40,30-49,7755,Standard,Occasional,4,70,40,51325.9982,51326,2,0,5,5,2,0.001465144,75.2,442,88.4
30,30-49,7761,Standard,Occasional,0,50,30,45483.8341,45483.83,2,0,1,1,2,0.001246597,56.7,92.98,92.98
30,30-49,7763,Standard,Fanatic,26,70,37,58122.9534,58122.95,2,0,27,27,2,0.001235312,71.8,3260.79,120.77
30,30-49,7763,Standard,Fanatic,28,0,35,34341.6734,34341.67,2,0,28,28,2,0.000200922,6.9,2368.24,84.58
30,30-49,7763,Potential,Regular,14,30,33,75869.8201,75869.82,,0,14,14,,0.000444182,33.7,1437.94,102.71
40,30-49,7763,Standard,Fanatic,22,70,45,32943.0207,32943.02,2,0,23,23,2,0.002130952,70.2,2330.82,101.34
30,30-49,7764,Standard,Regular,10,50,35,24538.8779,24538.88,2,0,11,11,2,0.002159838,53,1158.85,105.35
40,30-49,7764,Standard,Occasional,6,30,40,26480.0717,26480.07,2,0,6,6,2,0.001503017,39.8,634.5,105.75
20,18-29,7766,Standard,Fanatic,20,50,26,65520.7512,65520.75,2,0,20,20,2,0.000781432,51.2,2023.6,101.18
20,18-29,7766,Impulsive,Occasional,2,80,23,46815.4985,46815.5,,0,2,2,,0.001787869,83.7,245.4,122.7
30,30-49,7766,Impulsive,Fanatic,26,80,31,21768.4844,21768.48,,0,26,26,,0.003826633,83.3,1942.2,74.7
30,30-49,7766,Standard,Occasional,4,70,38,36642.5782,36642.58,2,0,4,4,2,0.00207409,76,339.68,84.92
40,30-49,7766,Standard,Fanatic,26,0,45,15371.3317,15371.33,2,0,26,26,2,0.00063755,9.8,2661.88,102.38
30,30-49,7767,Impulsive,Occasional,2,80,32,59882.9569,59882.96,,0,3,3,,0.001372678,82.2,322.05,107.35
30,30-49,7768,Standard,Occasional,6,50,32,63366.9296,63366.93,2,0,6,6,2,0.000940554,59.6,547.02,91.17
20,18-29,7770,Standard,Fanatic,28,20,21,56550.835,56550.83,2,0,29,29,2,0.000470373,26.6,2744.56,94.64
40,30-49,7770,Potential,Occasional,8,20,40,78339.9692,78339.97,,0,8,8,,0.000370181,29,893.6,111.7
10,18-29,7771,Impulsive,Occasional,0,90,19,66043.1544,66043.15,,0,0,0,,0.001409684,93.1,0,122.49
30,30-49,7771,Impulsive,Occasional,4,80,31,66030.0299,66030.03,,0,5,5,,0.001264576,83.5,592.2,118.44
20,18-29,7772,Standard,Fanatic,28,30,26,56998.5851,56998.59,2,0,29,29,2,0.000693,39.5,3132,108
20,18-29,7772,Standard,Regular,16,20,25,30826.1443,30826.14,2,0,17,17,2,0.000846684,26.1,1874.76,110.28
30,30-49,7773,Standard,Fanatic,24,50,30,73799.9129,73799.91,2,0,24,24,2,0.000728998,53.8,1672.56,69.69
20,18-29,7774,Standard,Fanatic,24,10,20,37641.0229,37641.02,2,0,24,24,2,0.000377248,14.2,2300.64,95.86
40,30-49,7776,Standard,Regular,10,30,46,59951.022,59951.02,2,0,10,10,2,0.000605494,36.3,890,89
10,18-29,7777,Potential,Occasional,0,20,19,89556.7002,89556.7,,0,1,1,,0.000324934,29.1,107.76,107.76
20,18-29,7777,Standard,Occasional,6,60,28,51938.1333,51938.13,2,0,7,7,2,0.001251489,65,820.82,117.26
30,30-49,7777,Standard,Regular,14,10,37,40392.7053,40392.71,2,0,15,15,2,0.000383733,15.5,1840.8,122.72
30,30-49,7780,Standard,Occasional,8,30,34,61177.6061,61177.61,2,0,8,8,2,0.000647296,39.6,841.04,105.13
30,30-49,7780,Standard,Occasional,8,30,34,61177.6061,61177.61,2,0,8,8,2,0.000647296,39.6,841.04,105.13
40,30-49,7780,Impulsive,Occasional,8,80,49,68327.7557,68327.76,,0,9,9,,0.001211806,82.8,782.01,86.89
30,30-49,7781,Standard,Regular,16,60,31,31054.3981,31054.4,2,0,16,16,2,0.002147844,66.7,1063.2,66.45
20,18-29,7782,Standard,Fanatic,28,50,22,43923.4461,43923.45,2,0,29,29,2,0.001186155,52.1,3080.38,106.22
30,30-49,7782,Standard,Regular,16,40,39,68876.0993,68876.1,2,0,17,17,2,0.000718682,49.5,1691.16,99.48
30,30-49,7783,Platinum,Regular,18,70,36,71610.5404,71610.54,,1,19,19,,0.001054314,75.5,1665.54,87.66
30,30-49,7783,Standard,Fanatic,20,60,31,53926.6482,53926.65,2,0,21,21,2,0.001186797,64,1524.6,72.6
30,30-49,7784,Potential,Regular,16,30,35,74182.9321,74182.93,,0,16,16,,0.000520335,38.6,1609.6,100.6
20,18-29,7785,Standard,Fanatic,20,50,23,60347.4841,60347.48,2,0,20,20,2,0.000863333,52.1,2124.4,106.22
30,30-49,7786,Standard,Regular,12,30,34,65918.6169,65918.62,2,0,13,13,2,0.000526407,34.7,1095.9,84.3
30,30-49,7787,Impulsive,Regular,18,90,33,61802.1725,61802.17,,0,19,19,,0.001567906,96.9,1943.89,102.31
20,18-29,7788,Potential,Regular,16,0,21,86454.5512,86454.55,,0,17,17,,7.98E-05,6.9,1437.86,84.58
30,30-49,7789,Impulsive,Occasional,0,80,36,58969.9513,58969.95,,0,0,0,,0.001505852,88.8,0,118.3
40,30-49,7789,Standard,Occasional,2,0,43,35228.8155,35228.82,2,0,3,3,2,0.000246957,8.7,295.95,98.65
20,18-29,7791,Standard,Occasional,2,40,25,51322.1382,51322.14,2,0,2,2,2,0.000828103,42.5,204.14,102.07
20,18-29,7792,Standard,Occasional,2,30,27,35703.3436,35703.34,2,0,3,3,2,0.001072729,38.3,285.69,95.23
30,30-49,7792,Impulsive,Regular,14,80,34,33000.0916,33000.09,,0,15,15,,0.002687871,88.7,1525.95,101.73
40,30-49,7793,Standard,Regular,18,30,43,60673.952,60673.95,2,0,19,19,2,0.000552131,33.5,2019.32,106.28
10,18-29,7794,Standard,Regular,12,10,18,51786.4378,51786.44,2,0,13,13,2,0.00028772,14.9,1526.46,117.42
30,30-49,7794,Standard,Fanatic,26,20,34,53284.8022,53284.8,2,0,27,27,2,0.000418506,22.3,1921.05,71.15
30,30-49,7795,Impulsive,Regular,16,90,30,32622.5787,32622.58,,0,17,17,,0.003004054,98,1508.24,88.72
40,30-49,7796,Standard,Fanatic,24,10,40,28688.2166,28688.22,2,0,25,25,2,0.000655321,18.8,2322.25,92.89
30,30-49,7797,Impulsive,Regular,10,90,39,68830.488,68830.49,,0,11,11,,0.001415071,97.4,1093.51,99.41
30,30-49,7797,Impulsive,Regular,10,90,39,68830.488,68830.49,,0,11,11,,0.001415071,97.4,1093.51,99.41
20,18-29,7799,Standard,Occasional,8,30,22,44602.9668,44602.97,2,0,9,9,2,0.000672601,30,901.8,100.2
20,18-29,7799,Standard,Fanatic,28,30,23,50837.9252,50837.93,2,0,28,28,2,0.000753375,38.3,2666.44,95.23
30,30-49,7799,Standard,Fanatic,26,40,35,54591.3619,54591.36,2,0,26,26,2,0.000798661,43.6,2413.58,92.83
30,30-49,7800,Impulsive,Regular,18,80,34,52459.9624,52459.96,,0,19,19,,0.001612658,84.6,2415.47,127.13
10,18-29,7801,Standard,Fanatic,28,40,19,61599.5138,61599.51,2,0,28,28,2,0.000790591,48.7,2799.16,99.97
20,18-29,7801,Standard,Regular,10,20,23,59559.224,59559.22,2,0,10,10,2,0.000340837,20.3,570.8,57.08
50,50-64,7801,Standard,Regular,14,30,57,68816.3062,68816.31,2,0,14,14,2,0.000470819,32.4,1533.28,109.52
40,30-49,7802,Standard,Fanatic,28,60,45,66828.1216,66828.12,2,0,28,28,2,0.000956184,63.9,3411.8,121.85
30,30-49,7805,Standard,Occasional,8,10,34,43327.0423,43327.04,2,0,9,9,2,0.000290811,12.6,757.26,84.14
20,18-29,7806,Standard,Occasional,0,20,29,55636.1737,55636.17,2,0,0,0,2,0.000390034,21.7,0,100.03
30,30-49,7806,Standard,Regular,10,0,38,38224.3007,38224.3,2,0,11,11,2,0.000151736,5.8,958.32,87.12
50,50-64,7806,Standard,Occasional,8,0,54,26712.9882,26712.99,2,0,9,9,2,0.000336915,9,667.8,74.2
20,18-29,7807,Standard,Fanatic,20,30,21,28690.9823,28690.98,2,0,20,20,2,0.001324458,38,2377.8,118.89
30,30-49,7809,Standard,Occasional,4,50,34,47721.3485,47721.35,2,0,5,5,2,0.001251012,59.7,657.3,131.46
40,30-49,7809,Standard,Occasional,2,0,40,39664.3681,39664.37,2,0,3,3,2,0.00019665,7.8,163.44,54.48
20,18-29,7811,Potential,Fanatic,20,10,21,70733.3517,70733.35,,0,21,21,,0.000169651,12,1758.96,83.76
20,18-29,7811,Standard,Regular,12,70,26,58674.7186,58674.72,2,0,13,13,2,0.001293572,75.9,1288.95,99.15
30,30-49,7811,Standard,Regular,12,10,31,58885.4393,58885.44,2,0,12,12,2,0.000327755,19.3,1277.04,106.42
20,18-29,7812,Potential,Regular,18,30,29,78039.2193,78039.22,,0,19,19,,0.000507437,39.6,1997.47,105.13
20,18-29,7813,Impulsive,Regular,12,90,28,49470.0728,49470.07,,0,12,12,,0.001863753,92.2,1323.84,110.32
20,18-29,7815,Standard,Occasional,2,20,28,56392.2562,56392.26,2,0,3,3,2,0.000475243,26.8,308.64,102.88
40,30-49,7816,Standard,Occasional,0,40,49,52258.9545,52258.95,2,0,0,0,2,0.000780727,40.8,0,106.23
20,18-29,7818,Standard,Occasional,2,60,28,58029.2057,58029.21,2,0,2,2,2,0.001125295,65.3,280.72,140.36
20,18-29,7819,Potential,Regular,18,10,26,75967.2587,75967.26,,0,19,19,,0.000134268,10.2,1930.78,101.62
30,30-49,7819,Impulsive,Regular,16,80,38,44535.1343,44535.13,,0,17,17,,0.001834507,81.7,1405.56,82.68
30,30-49,7820,Standard,Regular,18,40,36,32544.9344,32544.93,2,0,18,18,2,0.001444157,47,1861.38,103.41
40,30-49,7821,Standard,Occasional,4,0,43,61803.7365,61803.74,2,0,4,4,2,7.93E-05,4.9,414.36,103.59
30,30-49,7823,Standard,Fanatic,22,70,37,50708.2113,50708.21,2,0,22,22,2,0.001481022,75.1,2751.98,125.09
30,30-49,7823,Standard,Occasional,6,70,33,46717.6593,46717.66,2,0,7,7,2,0.001643918,76.8,700.42,100.06
30,30-49,7825,Platinum,Occasional,8,70,34,86042.6548,86042.65,,1,9,9,,0.000867012,74.6,974.61,108.29
20,18-29,7828,Impulsive,Fanatic,26,90,26,25351.9584,25351.96,,0,27,27,,0.003715689,94.2,2582.55,95.65
30,30-49,7828,Standard,Fanatic,20,0,34,42712.406,42712.41,2,0,20,20,2,0.000184958,7.9,2900.6,145.03
20,18-29,7830,Standard,Occasional,6,0,23,43272.1314,43272.13,2,0,7,7,2,3.93E-05,1.7,762.44,108.92
30,30-49,7833,Impulsive,Occasional,2,80,33,46359.9639,46359.96,,0,2,2,,0.001764453,81.8,201.36,100.68
50,50-64,7833,Standard,Regular,16,50,51,29253.4381,29253.44,2,0,17,17,2,0.001767314,51.7,1740.12,102.36
20,18-29,7837,Standard,Regular,14,50,27,58778.2395,58778.24,2,0,14,14,2,0.000962941,56.6,1781.78,127.27
30,30-49,7837,Standard,Regular,12,40,32,42601.342,42601.34,2,0,12,12,2,0.001053957,44.9,1330.56,110.88
40,30-49,7837,Standard,Occasional,0,30,41,59559.8375,59559.84,2,0,1,1,2,0.000525522,31.3,95.76,95.76
40,30-49,7838,Standard,Regular,12,30,42,38369.3168,38369.32,2,0,13,13,2,0.001006012,38.6,1307.8,100.6
20,18-29,7839,Potential,Regular,12,20,23,72227.566,72227.57,,0,12,12,,0.000336437,24.3,1401.24,116.77
50,50-64,7839,Standard,Occasional,0,50,56,32398.7567,32398.76,2,0,1,1,2,0.001753154,56.8,72.98,72.98
20,18-29,7841,Standard,Regular,18,60,26,62097.7723,62097.77,2,0,18,18,2,0.000998426,62,1919.16,106.62
40,30-49,7841,Impulsive,Occasional,0,90,45,42527.9735,42527.97,,0,0,0,,0.002299663,97.8,0,131.02
20,18-29,7843,Potential,Fanatic,24,30,26,78874.6494,78874.65,,0,24,24,,0.000455153,35.9,2295.6,95.65
20,18-29,7843,Impulsive,Occasional,0,80,27,38672.3165,38672.32,,0,1,1,,0.002265186,87.6,109.14,109.14
20,18-29,7845,Standard,Occasional,4,0,28,40901.9256,40901.93,2,0,4,4,2,0.000210259,8.6,334.04,83.51
40,30-49,7846,Platinum,Regular,16,90,44,74013.5554,74013.56,,1,16,16,,0.001257878,93.1,1959.84,122.49
30,30-49,7849,Standard,Occasional,8,50,39,33906.3782,33906.38,2,0,8,8,2,0.001648657,55.9,845.84,105.73
40,30-49,7849,Standard,Occasional,4,0,44,28081.1851,28081.19,2,0,4,4,2,0.000178055,5,410.52,102.63
20,18-29,7850,Impulsive,Occasional,0,90,24,33466.1048,33466.1,,0,1,1,,0.002707217,90.6,102.96,102.96
20,18-29,7850,Impulsive,Occasional,0,90,24,33466.1048,33466.1,,0,1,1,,0.002707217,90.6,102.96,102.96
30,30-49,7851,Standard,Fanatic,22,60,34,48870.8487,48870.85,2,0,23,23,2,0.001426208,69.7,2082.19,90.53
20,18-29,7852,Impulsive,Fanatic,24,90,25,47051.1211,47051.12,,0,25,25,,0.002027582,95.4,2539,101.56
30,30-49,7852,Platinum,Fanatic,26,80,38,74902.6398,74902.64,,1,26,26,,0.001137477,85.2,2565.94,98.69
30,30-49,7852,Standard,Occasional,0,60,30,39902.6215,39902.62,2,0,1,1,2,0.001556289,62.1,103.32,103.32
30,30-49,7852,Standard,Occasional,8,20,38,34407.3149,34407.31,2,0,8,8,2,0.000807968,27.8,898.72,112.34
40,30-49,7852,Standard,Regular,10,60,49,45612.2852,45612.29,2,0,11,11,2,0.001530289,69.8,1304.27,118.57
50,50-64,7852,Standard,Occasional,4,0,51,37783.6005,37783.6,2,0,4,4,2,0.000174679,6.6,394.76,98.69
30,30-49,7853,Standard,Regular,18,0,32,51192.7058,51192.71,2,0,19,19,2,0.000130878,6.7,2492.8,131.2
20,18-29,7854,Standard,Regular,14,40,24,53236.6741,53236.67,2,0,15,15,2,0.000792687,42.2,1664.1,110.94
40,30-49,7854,Standard,Fanatic,26,60,48,41677.1047,41677.1,2,0,26,26,2,0.001672381,69.7,2353.78,90.53
40,30-49,7854,Standard,Fanatic,26,10,46,32513.5003,32513.5,2,0,27,27,2,0.0005936,19.3,2873.34,106.42
20,18-29,7855,Potential,Regular,18,30,24,82273.8508,82273.85,,0,19,19,,0.000454579,37.4,1587.07,83.53
30,30-49,7855,Impulsive,Occasional,2,80,34,59934.1655,59934.17,,0,2,2,,0.001458267,87.4,198.4,99.2
30,30-49,7856,Standard,Regular,10,70,38,56459.9119,56459.91,2,0,10,10,2,0.001331918,75.2,884,88.4
30,30-49,7857,Impulsive,Regular,16,80,34,20862.105,20862.1,,0,16,16,,0.004040819,84.3,1260,78.75
30,30-49,7858,Standard,Occasional,6,50,34,46885.1906,46885.19,2,0,7,7,2,0.001124022,52.7,781.76,111.68
30,30-49,7858,Standard,Occasional,6,50,34,46885.1906,46885.19,2,0,7,7,2,0.001124022,52.7,781.76,111.68
20,18-29,7859,Standard,Regular,18,50,25,57568.0656,57568.07,2,0,19,19,2,0.000941494,54.2,2052.76,108.04
60,50-64,7859,Standard,Occasional,4,30,61,40003.2177,40003.22,2,0,5,5,2,0.000769938,30.8,389.6,77.92
60,50-64,7859,Standard,Occasional,4,30,61,40003.2177,40003.22,2,0,5,5,2,0.000769938,30.8,389.6,77.92
20,18-29,7860,Impulsive,Fanatic,20,80,21,63784.8873,63784.89,,0,20,20,,0.001296545,82.7,2008,100.4
30,30-49,7860,Standard,Occasional,0,50,35,34021.5189,34021.52,2,0,1,1,2,0.001537262,52.3,104.47,104.47
50,50-64,7861,Standard,Fanatic,22,40,52,63955.7197,63955.72,2,0,22,22,2,0.000639505,40.9,2275.46,103.43
20,18-29,7862,Standard,Occasional,8,0,25,52432.4887,52432.49,2,0,8,8,2,2.67E-05,1.4,784.24,98.03
30,30-49,7862,Standard,Regular,14,10,34,48589.0293,48589.03,2,0,15,15,2,0.000378686,18.4,1435.05,95.67
30,30-49,7863,Standard,Fanatic,26,40,37,55210.1858,55210.19,2,0,26,26,2,0.000885706,48.9,1909.7,73.45
40,30-49,7864,Platinum,Regular,18,80,48,75138.5772,75138.58,,1,18,18,,0.001179155,88.6,2290.68,127.26
20,18-29,7865,Standard,Occasional,8,30,25,64728.2748,64728.27,2,0,9,9,2,0.000525273,34,1077.12,119.68
40,30-49,7868,Standard,Occasional,2,30,43,56119.6632,56119.66,2,0,3,3,2,0.000630795,35.4,344.19,114.73
30,30-49,7869,Standard,Regular,10,50,30,33658.979,33658.98,2,0,10,10,2,0.001672659,56.3,1053.4,105.34
30,30-49,7869,Standard,Regular,14,60,39,56230.5824,56230.58,2,0,15,15,2,0.001081262,60.8,1584.45,105.63
40,30-49,7869,Standard,Fanatic,26,60,42,27786.5006,27786.5,2,0,26,26,2,0.002198909,61.1,2576.34,99.09
40,30-49,7869,Standard,Fanatic,28,20,45,57663.2352,57663.24,2,0,29,29,2,0.000466502,26.9,3085.02,106.38
20,18-29,7870,Standard,Occasional,8,10,24,38151.9702,38151.97,2,0,9,9,2,0.000330258,12.6,757.26,84.14
20,18-29,7871,Standard,Regular,18,50,23,60818.4229,60818.42,2,0,19,19,2,0.000830341,50.5,2035.09,107.11
40,30-49,7873,Standard,Fanatic,28,60,40,49364.0389,49364.04,2,0,28,28,2,0.001328903,65.6,3300.64,117.88
20,18-29,7875,Platinum,Regular,14,80,24,83393.3273,83393.33,,1,15,15,,0.001070829,89.3,1528.95,101.93
30,30-49,7875,Standard,Occasional,4,10,37,42709.6397,42709.64,2,0,5,5,2,0.000419109,17.9,584.8,116.96
30,30-49,7877,Platinum,Regular,14,80,34,73418.9684,73418.97,,1,15,15,,0.001160463,85.2,1480.35,98.69
50,50-64,7878,Platinum,Regular,18,80,56,82450.8836,82450.88,,1,18,18,,0.001055174,87,2067.84,114.88
30,30-49,7881,Standard,Fanatic,22,40,30,34364.8962,34364.9,2,0,23,23,2,0.001382224,47.5,2360.95,102.65
40,30-49,7881,Standard,Occasional,0,50,40,43196.4839,43196.48,2,0,1,1,2,0.001321867,57.1,89.01,89.01
40,30-49,7881,Standard,Occasional,2,60,40,56471.4863,56471.49,2,0,2,2,2,0.001225397,69.2,219.8,109.9
10,18-29,7882,Standard,Fanatic,20,30,18,45896.042,45896.04,2,0,21,21,2,0.000742983,34.1,2313.57,110.17
30,30-49,7883,Standard,Regular,18,70,33,49911.9188,49911.92,2,0,18,18,2,0.001420502,70.9,1945.44,108.08
30,30-49,7884,Standard,Occasional,2,40,32,36201.8658,36201.87,2,0,3,3,2,0.0013038,47.2,255.6,85.2
30,30-49,7889,Impulsive,Fanatic,22,80,30,53016.0506,53016.05,,0,22,22,,0.001518408,80.5,2747.36,124.88
50,50-64,7890,Standard,Regular,10,10,53,37082.439,37082.44,2,0,11,11,2,0.00030203,11.2,1204.06,109.46
30,30-49,7891,Standard,Fanatic,28,40,34,87930.8349,87930.83,2,0,29,29,2,0.000475374,41.8,2870.13,98.97
30,30-49,7891,Standard,Fanatic,28,40,34,87930.8349,87930.83,2,0,29,29,2,0.000475374,41.8,2870.13,98.97
20,18-29,7892,Standard,Occasional,6,20,24,25163.4491,25163.45,2,0,6,6,2,0.000842492,21.2,696.96,116.16
30,30-49,7892,Standard,Occasional,6,20,38,62429.2535,62429.25,2,0,7,7,2,0.000336381,21,885.92,126.56
20,18-29,7893,Standard,Regular,16,70,23,40847.0497,40847.05,2,0,16,16,2,0.001818981,74.3,1442.08,90.13
30,30-49,7893,Standard,Regular,14,30,37,58401.6912,58401.69,2,0,14,14,2,0.000606147,35.4,1606.22,114.73
40,30-49,7894,Potential,Fanatic,20,10,47,80514.0286,80514.03,,0,21,21,,0.000127928,10.3,2344.44,111.64
20,18-29,7895,Impulsive,Fanatic,20,90,27,42354.4608,42354.46,,0,20,20,,0.002353943,99.7,2692.2,134.61
40,30-49,7895,Impulsive,Occasional,2,90,40,39322.8705,39322.87,,0,2,2,,0.002540506,99.9,219.14,109.57
30,30-49,7897,Standard,Occasional,0,20,34,45835.5192,45835.52,2,0,1,1,2,0.000438525,20.1,107.98,107.98
20,18-29,7898,Standard,Regular,18,60,25,53426.7091,53426.71,2,0,19,19,2,0.001257798,67.2,1995.19,105.01
40,30-49,7899,Impulsive,Fanatic,26,90,42,53658.9299,53658.93,,0,26,26,,0.001822623,97.8,3406.52,131.02
30,30-49,7900,Standard,Fanatic,24,60,32,60008.4505,60008.45,2,0,24,24,2,0.001073182,64.4,2966.88,123.62
40,30-49,7900,Standard,Occasional,4,40,40,67293.0643,67293.06,2,0,4,4,2,0.000686549,46.2,329.36,82.34
20,18-29,7901,Standard,Occasional,2,70,24,40567.7648,40567.76,2,0,2,2,2,0.001836433,74.5,170.24,85.12
40,30-49,7901,Standard,Occasional,8,60,44,58889.7864,58889.79,2,0,9,9,2,0.001095266,64.5,635.58,70.62
30,30-49,7902,Standard,Occasional,8,70,35,38882.7387,38882.74,2,0,8,8,2,0.001990601,77.4,873.28,109.16
20,18-29,7905,Standard,Regular,12,40,23,38109.5389,38109.54,2,0,12,12,2,0.001099462,41.9,1390.2,115.85
20,18-29,7905,Standard,Regular,14,30,25,33341.6092,33341.61,2,0,15,15,2,0.001190704,39.7,1275.9,85.06
30,30-49,7905,Standard,Regular,14,50,34,70901.4729,70901.47,2,0,15,15,2,0.000741875,52.6,1388.7,92.58
20,18-29,7906,Standard,Fanatic,20,70,27,42229.1202,42229.12,2,0,20,20,2,0.001811546,76.5,2247.6,112.38
40,30-49,7906,Platinum,Occasional,4,90,44,85791.4423,85791.44,,1,5,5,,0.001141139,97.9,594.75,118.95
30,30-49,7907,Standard,Regular,18,0,37,66618.8382,66618.84,2,0,18,18,2,9.01E-05,6,1540.26,85.57
30,30-49,7908,Standard,Occasional,0,50,38,53696.3994,53696.4,2,0,1,1,2,0.001095045,58.8,91.75,91.75
30,30-49,7910,Impulsive,Regular,18,80,37,40216.9625,40216.96,,0,18,18,,0.00205386,82.6,1925.28,106.96
30,30-49,7910,Impulsive,Occasional,8,90,34,29878.7724,29878.77,,0,8,8,,0.003179515,95,643.36,80.42
30,30-49,7910,Impulsive,Regular,18,80,37,40216.9625,40216.96,,0,18,18,,0.00205386,82.6,1925.28,106.96
30,30-49,7911,Potential,Fanatic,28,10,33,71513.0853,71513.09,,0,29,29,,0.000195768,14,2739.92,94.48
30,30-49,7912,Standard,Regular,14,30,38,47757.9707,47757.97,2,0,15,15,2,0.000797773,38.1,1538.85,102.59
20,18-29,7915,Standard,Regular,10,20,21,63703.7279,63703.73,2,0,11,11,2,0.00033593,21.4,1234.09,112.19
30,30-49,7915,Standard,Fanatic,28,40,36,50465.0341,50465.03,2,0,28,28,2,0.000905578,45.7,2418.64,86.38
30,30-49,7917,Standard,Fanatic,24,30,39,56699.9987,56700,2,0,24,24,2,0.000698413,39.6,2523.12,105.13
40,30-49,7919,Impulsive,Occasional,6,90,43,57642.2494,57642.25,,0,7,7,,0.001691468,97.5,712.74,101.82
40,30-49,7919,Impulsive,Occasional,6,90,43,57642.2494,57642.25,,0,7,7,,0.001691468,97.5,712.74,101.82
60,50-64,7919,Standard,Regular,16,70,61,38621.9618,38621.96,2,0,16,16,2,0.00187976,72.6,1911.52,119.47
20,18-29,7922,Platinum,Fanatic,20,90,20,81140.0435,81140.04,,1,20,20,,0.001202859,97.6,2186.6,109.33
30,30-49,7923,Potential,Fanatic,20,20,32,71496.5416,71496.54,,0,20,20,,0.000306309,21.9,2861.2,143.06
20,18-29,7924,Impulsive,Fanatic,22,80,28,65113.0544,65113.05,,0,22,22,,0.00127317,82.9,1727.22,78.51
20,18-29,7924,Standard,Regular,10,10,25,63687.3639,63687.36,2,0,11,11,2,0.000241806,15.4,1566.95,142.45
30,30-49,7924,Standard,Occasional,0,20,34,39166.9508,39166.95,2,0,1,1,2,0.000559145,21.9,143.06,143.06
30,30-49,7927,Standard,Occasional,8,50,31,57752.7886,57752.79,2,0,9,9,2,0.000867491,50.1,1024.11,113.79
